Regional_District,Target_Type,Date,Data_Type,Completions_Value,PI_Lower_95,PI_Upper_95,Winning_Model,PI_Lower_80,PI_Upper_80,PI_Lower_50,PI_Upper_50,PI_Method
Thompson-Nicola,Total,2020-09-01,Historical,56.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2020-10-01,Historical,36.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2020-11-01,Historical,25.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2020-12-01,Historical,26.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-01-01,Historical,30.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-02-01,Historical,46.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-03-01,Historical,48.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-04-01,Historical,50.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-05-01,Historical,66.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-06-01,Historical,81.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-07-01,Historical,71.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-08-01,Historical,59.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-09-01,Historical,47.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-10-01,Historical,81.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-11-01,Historical,63.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2021-12-01,Historical,63.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-01-01,Historical,39.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-02-01,Historical,71.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-03-01,Historical,148.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-04-01,Historical,137.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-05-01,Historical,130.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-06-01,Historical,85.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-07-01,Historical,87.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-08-01,Historical,63.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-09-01,Historical,39.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-10-01,Historical,32.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-11-01,Historical,24.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2022-12-01,Historical,37.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-01-01,Historical,65.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-02-01,Historical,83.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-03-01,Historical,60.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-04-01,Historical,34.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-05-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-06-01,Historical,20.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-07-01,Historical,16.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-08-01,Historical,14.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-09-01,Historical,58.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-10-01,Historical,73.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-11-01,Historical,70.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2023-12-01,Historical,29.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-01-01,Historical,11.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-02-01,Historical,13.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-03-01,Historical,10.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-04-01,Historical,14.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-05-01,Historical,20.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-06-01,Historical,21.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-07-01,Historical,19.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-08-01,Historical,54.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-09-01,Historical,51.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-10-01,Historical,57.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-11-01,Historical,15.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2024-12-01,Historical,94.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-01-01,Historical,88.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-02-01,Historical,92.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-03-01,Historical,26.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-04-01,Historical,28.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-05-01,Historical,27.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-06-01,Historical,46.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-07-01,Historical,41.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-08-01,Historical,40.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-09-01,Historical,9.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-10-01,Historical,23.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-11-01,Historical,21.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2025-12-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Total,2026-01-01,Forecast,23.1,0.0,41.6,Pooled Ridge v13,0.0,31.4,0.0,21.3,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-02-01,Forecast,20.7,0.0,39.2,Pooled Ridge v13,0.0,29.0,0.0,18.8,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-03-01,Forecast,18.5,0.0,37.1,Pooled Ridge v13,0.0,26.9,0.0,16.7,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-04-01,Forecast,17.6,0.0,88.5,Pooled Ridge v13,0.0,51.7,0.0,32.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-05-01,Forecast,16.5,0.0,87.4,Pooled Ridge v13,0.0,50.7,0.0,31.5,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-06-01,Forecast,15.6,0.0,86.5,Pooled Ridge v13,0.0,49.8,0.0,30.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-07-01,Forecast,14.9,0.0,70.2,Pooled Ridge v13,0.0,54.9,0.0,26.7,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-08-01,Forecast,14.8,0.0,70.0,Pooled Ridge v13,0.0,54.7,0.0,26.5,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-09-01,Forecast,14.5,0.0,69.8,Pooled Ridge v13,0.0,54.5,0.0,26.3,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-10-01,Forecast,15.6,0.0,70.8,Pooled Ridge v13,0.0,55.5,0.0,27.3,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-11-01,Forecast,15.0,0.0,70.2,Pooled Ridge v13,0.0,54.9,0.0,26.7,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2026-12-01,Forecast,14.2,0.0,69.4,Pooled Ridge v13,0.0,54.1,0.0,25.9,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-01-01,Forecast,13.2,0.0,77.9,Pooled Ridge v13,0.0,60.0,0.0,27.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-02-01,Forecast,12.4,0.0,79.5,Pooled Ridge v13,0.0,60.9,0.0,26.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-03-01,Forecast,11.8,0.0,81.2,Pooled Ridge v13,0.0,62.0,0.0,26.5,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-04-01,Forecast,11.5,0.0,83.2,Pooled Ridge v13,0.0,63.4,0.0,26.7,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-05-01,Forecast,11.4,0.0,85.3,Pooled Ridge v13,0.0,64.8,0.0,27.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-06-01,Forecast,11.4,0.0,87.4,Pooled Ridge v13,0.0,66.4,0.0,27.5,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-07-01,Forecast,11.4,0.0,89.6,Pooled Ridge v13,0.0,67.9,0.0,28.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-08-01,Forecast,11.5,0.0,91.6,Pooled Ridge v13,0.0,69.4,0.0,28.5,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-09-01,Forecast,11.4,0.0,93.6,Pooled Ridge v13,0.0,70.8,0.0,28.9,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-10-01,Forecast,11.3,0.0,95.4,Pooled Ridge v13,0.0,72.1,0.0,29.1,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-11-01,Forecast,11.0,0.0,97.0,Pooled Ridge v13,0.0,73.2,0.0,29.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2027-12-01,Forecast,10.6,0.0,98.4,Pooled Ridge v13,0.0,74.1,0.0,29.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-01-01,Forecast,10.2,0.0,98.6,Pooled Ridge v13,0.0,74.1,0.0,29.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-02-01,Forecast,9.9,0.0,98.3,Pooled Ridge v13,0.0,73.8,0.0,28.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-03-01,Forecast,9.6,0.0,98.0,Pooled Ridge v13,0.0,73.6,0.0,28.4,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-04-01,Forecast,9.5,0.0,97.9,Pooled Ridge v13,0.0,73.4,0.0,28.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-05-01,Forecast,9.4,0.0,97.8,Pooled Ridge v13,0.0,73.4,0.0,28.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-06-01,Forecast,9.4,0.0,97.8,Pooled Ridge v13,0.0,73.4,0.0,28.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-07-01,Forecast,9.4,0.0,97.9,Pooled Ridge v13,0.0,73.4,0.0,28.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-08-01,Forecast,9.4,0.0,97.8,Pooled Ridge v13,0.0,73.4,0.0,28.2,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-09-01,Forecast,9.4,0.0,97.8,Pooled Ridge v13,0.0,73.3,0.0,28.1,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-10-01,Forecast,9.3,0.0,97.7,Pooled Ridge v13,0.0,73.2,0.0,28.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-11-01,Forecast,9.1,0.0,97.5,Pooled Ridge v13,0.0,73.1,0.0,27.9,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Total,2028-12-01,Forecast,8.9,0.0,97.3,Pooled Ridge v13,0.0,72.9,0.0,27.7,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2020-01-01,Historical,2968.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-02-01,Historical,2436.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-03-01,Historical,2349.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-04-01,Historical,2281.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-05-01,Historical,2567.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-06-01,Historical,2489.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-07-01,Historical,2343.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-08-01,Historical,2239.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-09-01,Historical,2341.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-10-01,Historical,2293.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-11-01,Historical,2183.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2020-12-01,Historical,2303.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-01-01,Historical,2134.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-02-01,Historical,1782.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-03-01,Historical,1682.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-04-01,Historical,1954.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-05-01,Historical,2168.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-06-01,Historical,2746.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-07-01,Historical,2736.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-08-01,Historical,3365.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-09-01,Historical,3105.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-10-01,Historical,2737.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-11-01,Historical,2487.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2021-12-01,Historical,2353.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-01-01,Historical,2331.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-02-01,Historical,2029.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-03-01,Historical,2197.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-04-01,Historical,2442.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-05-01,Historical,3055.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-06-01,Historical,2443.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-07-01,Historical,2667.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-08-01,Historical,1890.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-09-01,Historical,1954.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-10-01,Historical,1433.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-11-01,Historical,1720.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2022-12-01,Historical,1920.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-01-01,Historical,2322.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-02-01,Historical,2147.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-03-01,Historical,2117.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-04-01,Historical,2032.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-05-01,Historical,1869.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-06-01,Historical,1853.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-07-01,Historical,1604.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-08-01,Historical,2528.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-09-01,Historical,2304.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-10-01,Historical,2530.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-11-01,Historical,2035.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2023-12-01,Historical,2102.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-01-01,Historical,2008.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-02-01,Historical,2003.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-03-01,Historical,2171.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-04-01,Historical,2315.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-05-01,Historical,2036.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-06-01,Historical,2260.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-07-01,Historical,2346.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-08-01,Historical,2728.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-09-01,Historical,2813.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-10-01,Historical,2775.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-11-01,Historical,2538.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2024-12-01,Historical,3091.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-01-01,Historical,2823.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-02-01,Historical,3047.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-03-01,Historical,2271.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-04-01,Historical,2619.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-05-01,Historical,3141.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-06-01,Historical,3642.3,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-07-01,Historical,3463.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-08-01,Historical,2807.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-09-01,Historical,3076.0,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-10-01,Historical,3607.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-11-01,Historical,4131.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2025-12-01,Historical,3939.7,,,Pooled Ridge v13,,,,,
British Columbia (Total),Multi,2026-01-01,Forecast,3632.2,1393.3,4260.9,Pooled Ridge v13,2126.9,3914.5,2815.0,3569.8,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-02-01,Forecast,3277.9,1039.0,3906.6,Pooled Ridge v13,1772.6,3560.2,2460.8,3215.5,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-03-01,Forecast,3068.9,830.1,3697.7,Pooled Ridge v13,1563.6,3351.3,2251.8,3006.6,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-04-01,Forecast,3034.4,468.9,5439.9,Pooled Ridge v13,1789.9,4193.4,2259.6,3543.6,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-05-01,Forecast,3095.4,529.9,5500.9,Pooled Ridge v13,1850.8,4254.4,2320.6,3604.5,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-06-01,Forecast,3218.5,653.0,5624.0,Pooled Ridge v13,1973.9,4377.5,2443.7,3727.6,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-07-01,Forecast,3370.4,493.6,5245.6,Pooled Ridge v13,1122.5,4726.5,2398.2,3768.2,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-08-01,Forecast,3556.2,679.4,5431.4,Pooled Ridge v13,1308.4,4912.3,2584.0,3954.0,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-09-01,Forecast,3744.0,867.2,5619.2,Pooled Ridge v13,1496.2,5100.1,2771.8,4141.8,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-10-01,Forecast,3815.6,938.8,5690.8,Pooled Ridge v13,1567.8,5171.7,2843.4,4213.4,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-11-01,Forecast,3706.6,829.8,5581.8,Pooled Ridge v13,1458.8,5062.7,2734.4,4104.4,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2026-12-01,Forecast,3508.3,631.5,5383.5,Pooled Ridge v13,1260.5,4864.5,2536.1,3906.2,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-01-01,Forecast,3342.9,0.0,5536.5,Pooled Ridge v13,713.4,4929.3,2205.6,3808.3,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-02-01,Forecast,3232.7,0.0,5509.1,Pooled Ridge v13,503.9,4879.0,2052.5,3715.6,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-03-01,Forecast,3187.2,0.0,5543.5,Pooled Ridge v13,362.7,4891.3,1965.6,3687.1,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-04-01,Forecast,3199.3,0.0,5632.8,Pooled Ridge v13,282.1,4959.2,1937.6,3715.5,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-05-01,Forecast,3257.9,0.0,5766.4,Pooled Ridge v13,251.0,5072.0,1957.4,3790.1,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-06-01,Forecast,3347.6,0.0,5928.8,Pooled Ridge v13,253.5,5214.3,2009.4,3895.2,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-07-01,Forecast,3447.9,0.0,6099.8,Pooled Ridge v13,268.9,5365.7,2073.0,4010.5,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-08-01,Forecast,3536.4,0.0,6257.2,Pooled Ridge v13,274.9,5504.1,2125.8,4113.6,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-09-01,Forecast,3591.2,0.0,6379.2,Pooled Ridge v13,249.1,5607.4,2145.7,4182.6,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-10-01,Forecast,3596.5,0.0,6450.1,Pooled Ridge v13,175.8,5660.2,2117.0,4201.9,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-11-01,Forecast,3555.9,0.0,6473.6,Pooled Ridge v13,58.3,5666.0,2043.2,4174.9,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2027-12-01,Forecast,3489.6,0.0,6470.2,Pooled Ridge v13,0.0,5645.1,1944.4,4122.0,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-01-01,Forecast,3419.8,0.0,6420.1,Pooled Ridge v13,0.0,5589.6,1864.3,4056.3,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-02-01,Forecast,3362.9,0.0,6363.2,Pooled Ridge v13,0.0,5532.7,1807.3,3999.4,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-03-01,Forecast,3331.1,0.0,6331.5,Pooled Ridge v13,0.0,5501.0,1775.6,3967.7,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-04-01,Forecast,3330.7,0.0,6331.0,Pooled Ridge v13,0.0,5500.5,1775.2,3967.2,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-05-01,Forecast,3360.2,0.0,6360.5,Pooled Ridge v13,0.0,5530.0,1804.6,3996.7,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-06-01,Forecast,3411.0,0.0,6411.3,Pooled Ridge v13,0.0,5580.8,1855.4,4047.5,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-07-01,Forecast,3469.4,0.0,6469.7,Pooled Ridge v13,0.0,5639.2,1913.9,4105.9,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-08-01,Forecast,3520.5,0.0,6520.8,Pooled Ridge v13,0.0,5690.3,1964.9,4157.0,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-09-01,Forecast,3551.8,0.0,6552.1,Pooled Ridge v13,0.0,5721.6,1996.3,4188.3,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-10-01,Forecast,3557.2,0.0,6557.5,Pooled Ridge v13,0.0,5727.0,2001.6,4193.7,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-11-01,Forecast,3538.0,0.0,6538.3,Pooled Ridge v13,0.0,5707.8,1982.4,4174.5,"Conformal (pooled, holdout-calibrated)"
British Columbia (Total),Multi,2028-12-01,Forecast,3501.9,0.0,6502.2,Pooled Ridge v13,0.0,5671.7,1946.3,4138.4,"Conformal (pooled, holdout-calibrated)"
Capital,Multi,2020-01-01,Historical,615.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-02-01,Historical,385.5,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-03-01,Historical,295.3,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-04-01,Historical,174.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-05-01,Historical,227.3,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-06-01,Historical,236.3,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-07-01,Historical,219.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-08-01,Historical,237.7,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-09-01,Historical,238.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-10-01,Historical,198.3,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-11-01,Historical,115.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2020-12-01,Historical,358.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-01-01,Historical,375.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-02-01,Historical,369.3,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-03-01,Historical,194.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-04-01,Historical,187.7,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-05-01,Historical,206.3,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-06-01,Historical,348.7,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-07-01,Historical,347.7,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-08-01,Historical,376.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-09-01,Historical,270.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-10-01,Historical,281.7,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-11-01,Historical,241.7,,,Pooled Ridge v13,,,,,
Capital,Multi,2021-12-01,Historical,225.3,,,Pooled Ridge v13,,,,,
Capital,Multi,2022-01-01,Historical,190.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2022-02-01,Historical,216.7,,,Pooled Ridge v13,,,,,
Capital,Multi,2022-03-01,Historical,156.0,,,Pooled Ridge v13,,,,,
Capital,Multi,2022-04-01,Historical,201.0,,,Pooled Ridge v13,,,,,
