Regional_District,Target_Type,Date,Scenario,Completions_Value
Fraser-Fort George,Total,2026-10-01,Downside_+100bp,21.5
Fraser-Fort George,Total,2026-11-01,Downside_+100bp,22.4
Fraser-Fort George,Total,2026-12-01,Downside_+100bp,22.1
Fraser-Fort George,Total,2027-01-01,Downside_+100bp,20.6
Fraser-Fort George,Total,2027-02-01,Downside_+100bp,18.8
Fraser-Fort George,Total,2027-03-01,Downside_+100bp,17.2
Fraser-Fort George,Total,2027-04-01,Downside_+100bp,16.1
Fraser-Fort George,Total,2027-05-01,Downside_+100bp,15.5
Fraser-Fort George,Total,2027-06-01,Downside_+100bp,15.4
Fraser-Fort George,Total,2027-07-01,Downside_+100bp,15.6
Fraser-Fort George,Total,2027-08-01,Downside_+100bp,15.9
Fraser-Fort George,Total,2027-09-01,Downside_+100bp,16.2
Fraser-Fort George,Total,2027-10-01,Downside_+100bp,16.2
Fraser-Fort George,Total,2027-11-01,Downside_+100bp,15.9
Fraser-Fort George,Total,2027-12-01,Downside_+100bp,15.3
Fraser-Fort George,Total,2028-01-01,Downside_+100bp,14.6
Fraser-Fort George,Total,2028-02-01,Downside_+100bp,14.0
Fraser-Fort George,Total,2028-03-01,Downside_+100bp,13.6
Fraser-Fort George,Total,2028-04-01,Downside_+100bp,13.3
Fraser-Fort George,Total,2028-05-01,Downside_+100bp,13.2
Fraser-Fort George,Total,2028-06-01,Downside_+100bp,13.3
Fraser-Fort George,Total,2028-07-01,Downside_+100bp,13.3
Fraser-Fort George,Total,2028-08-01,Downside_+100bp,13.4
Fraser-Fort George,Total,2028-09-01,Downside_+100bp,13.3
Fraser-Fort George,Total,2028-10-01,Downside_+100bp,13.2
Fraser-Fort George,Total,2028-11-01,Downside_+100bp,12.9
Fraser-Fort George,Total,2028-12-01,Downside_+100bp,12.7
Fraser-Fort George,Total,2026-01-01,Upside_-100bp,42.2
Fraser-Fort George,Total,2026-02-01,Upside_-100bp,44.5
Fraser-Fort George,Total,2026-03-01,Upside_-100bp,39.7
Fraser-Fort George,Total,2026-04-01,Upside_-100bp,32.7
Fraser-Fort George,Total,2026-05-01,Upside_-100bp,26.3
Fraser-Fort George,Total,2026-06-01,Upside_-100bp,21.1
Fraser-Fort George,Total,2026-07-01,Upside_-100bp,18.1
Fraser-Fort George,Total,2026-08-01,Upside_-100bp,17.0
Fraser-Fort George,Total,2026-09-01,Upside_-100bp,20.2
Fraser-Fort George,Total,2026-10-01,Upside_-100bp,23.2
Fraser-Fort George,Total,2026-11-01,Upside_-100bp,24.5
Fraser-Fort George,Total,2026-12-01,Upside_-100bp,24.5
Fraser-Fort George,Total,2027-01-01,Upside_-100bp,23.1
Fraser-Fort George,Total,2027-02-01,Upside_-100bp,21.2
Fraser-Fort George,Total,2027-03-01,Upside_-100bp,19.4
Fraser-Fort George,Total,2027-04-01,Upside_-100bp,18.3
Fraser-Fort George,Total,2027-05-01,Upside_-100bp,17.8
Fraser-Fort George,Total,2027-06-01,Upside_-100bp,17.8
Fraser-Fort George,Total,2027-07-01,Upside_-100bp,18.0
Fraser-Fort George,Total,2027-08-01,Upside_-100bp,18.3
Fraser-Fort George,Total,2027-09-01,Upside_-100bp,18.6
Fraser-Fort George,Total,2027-10-01,Upside_-100bp,18.5
Fraser-Fort George,Total,2027-11-01,Upside_-100bp,18.1
Fraser-Fort George,Total,2027-12-01,Upside_-100bp,17.4
Fraser-Fort George,Total,2028-01-01,Upside_-100bp,16.6
Fraser-Fort George,Total,2028-02-01,Upside_-100bp,16.0
Fraser-Fort George,Total,2028-03-01,Upside_-100bp,15.5
Fraser-Fort George,Total,2028-04-01,Upside_-100bp,15.2
Fraser-Fort George,Total,2028-05-01,Upside_-100bp,15.2
Fraser-Fort George,Total,2028-06-01,Upside_-100bp,15.2
Fraser-Fort George,Total,2028-07-01,Upside_-100bp,15.3
Fraser-Fort George,Total,2028-08-01,Upside_-100bp,15.3
Fraser-Fort George,Total,2028-09-01,Upside_-100bp,15.2
Fraser-Fort George,Total,2028-10-01,Upside_-100bp,15.1
Fraser-Fort George,Total,2028-11-01,Upside_-100bp,14.8
Fraser-Fort George,Total,2028-12-01,Upside_-100bp,14.5
Metro Vancouver,Total,2026-01-01,Baseline,3011.5
Metro Vancouver,Total,2026-02-01,Baseline,2741.7
Metro Vancouver,Total,2026-03-01,Baseline,2533.6
Metro Vancouver,Total,2026-04-01,Baseline,2496.2
Metro Vancouver,Total,2026-05-01,Baseline,2558.2
Metro Vancouver,Total,2026-06-01,Baseline,2681.0
Metro Vancouver,Total,2026-07-01,Baseline,2811.3
Metro Vancouver,Total,2026-08-01,Baseline,2938.9
Metro Vancouver,Total,2026-09-01,Baseline,3051.8
Metro Vancouver,Total,2026-10-01,Baseline,3116.8
Metro Vancouver,Total,2026-11-01,Baseline,3073.3
Metro Vancouver,Total,2026-12-01,Baseline,2971.7
Metro Vancouver,Total,2027-01-01,Baseline,2867.1
Metro Vancouver,Total,2027-02-01,Baseline,2796.6
Metro Vancouver,Total,2027-03-01,Baseline,2771.2
Metro Vancouver,Total,2027-04-01,Baseline,2790.1
Metro Vancouver,Total,2027-05-01,Baseline,2840.6
Metro Vancouver,Total,2027-06-01,Baseline,2910.3
Metro Vancouver,Total,2027-07-01,Baseline,2984.2
Metro Vancouver,Total,2027-08-01,Baseline,3049.1
Metro Vancouver,Total,2027-09-01,Baseline,3092.0
Metro Vancouver,Total,2027-10-01,Baseline,3104.0
Metro Vancouver,Total,2027-11-01,Baseline,3085.4
Metro Vancouver,Total,2027-12-01,Baseline,3048.5
Metro Vancouver,Total,2028-01-01,Baseline,3007.8
Metro Vancouver,Total,2028-02-01,Baseline,2975.5
Metro Vancouver,Total,2028-03-01,Baseline,2960.3
Metro Vancouver,Total,2028-04-01,Baseline,2966.1
Metro Vancouver,Total,2028-05-01,Baseline,2991.6
Metro Vancouver,Total,2028-06-01,Baseline,3031.2
Metro Vancouver,Total,2028-07-01,Baseline,3075.8
Metro Vancouver,Total,2028-08-01,Baseline,3115.7
Metro Vancouver,Total,2028-09-01,Baseline,3142.5
Metro Vancouver,Total,2028-10-01,Baseline,3151.8
Metro Vancouver,Total,2028-11-01,Baseline,3144.2
Metro Vancouver,Total,2028-12-01,Baseline,3124.7
Metro Vancouver,Total,2026-01-01,Downside_+100bp,3011.5
Metro Vancouver,Total,2026-02-01,Downside_+100bp,2741.7
Metro Vancouver,Total,2026-03-01,Downside_+100bp,2533.6
Metro Vancouver,Total,2026-04-01,Downside_+100bp,2496.2
Metro Vancouver,Total,2026-05-01,Downside_+100bp,2558.2
Metro Vancouver,Total,2026-06-01,Downside_+100bp,2681.0
Metro Vancouver,Total,2026-07-01,Downside_+100bp,2797.6
Metro Vancouver,Total,2026-08-01,Downside_+100bp,2904.2
Metro Vancouver,Total,2026-09-01,Downside_+100bp,2991.9
Metro Vancouver,Total,2026-10-01,Downside_+100bp,3032.3
Metro Vancouver,Total,2026-11-01,Downside_+100bp,2966.9
Metro Vancouver,Total,2026-12-01,Downside_+100bp,2846.3
Metro Vancouver,Total,2027-01-01,Downside_+100bp,2735.1
Metro Vancouver,Total,2027-02-01,Downside_+100bp,2661.8
Metro Vancouver,Total,2027-03-01,Downside_+100bp,2633.3
Metro Vancouver,Total,2027-04-01,Downside_+100bp,2645.6
Metro Vancouver,Total,2027-05-01,Downside_+100bp,2686.1
Metro Vancouver,Total,2027-06-01,Downside_+100bp,2743.2
Metro Vancouver,Total,2027-07-01,Downside_+100bp,2812.7
Metro Vancouver,Total,2027-08-01,Downside_+100bp,2876.9
Metro Vancouver,Total,2027-09-01,Downside_+100bp,2921.5
Metro Vancouver,Total,2027-10-01,Downside_+100bp,2936.2
Metro Vancouver,Total,2027-11-01,Downside_+100bp,2922.0
Metro Vancouver,Total,2027-12-01,Downside_+100bp,2891.8
Metro Vancouver,Total,2028-01-01,Downside_+100bp,2851.7
Metro Vancouver,Total,2028-02-01,Downside_+100bp,2818.4
Metro Vancouver,Total,2028-03-01,Downside_+100bp,2801.2
Metro Vancouver,Total,2028-04-01,Downside_+100bp,2805.1
Metro Vancouver,Total,2028-05-01,Downside_+100bp,2828.7
Metro Vancouver,Total,2028-06-01,Downside_+100bp,2866.4
Metro Vancouver,Total,2028-07-01,Downside_+100bp,2909.5
Metro Vancouver,Total,2028-08-01,Downside_+100bp,2948.1
Metro Vancouver,Total,2028-09-01,Downside_+100bp,2974.1
Metro Vancouver,Total,2028-10-01,Downside_+100bp,2983.3
Metro Vancouver,Total,2028-11-01,Downside_+100bp,2976.3
Metro Vancouver,Total,2028-12-01,Downside_+100bp,2957.7
Metro Vancouver,Total,2026-01-01,Upside_-100bp,3011.5
Metro Vancouver,Total,2026-02-01,Upside_-100bp,2741.7
Metro Vancouver,Total,2026-03-01,Upside_-100bp,2533.6
Metro Vancouver,Total,2026-04-01,Upside_-100bp,2496.2
Metro Vancouver,Total,2026-05-01,Upside_-100bp,2558.2
Metro Vancouver,Total,2026-06-01,Upside_-100bp,2681.0
Metro Vancouver,Total,2026-07-01,Upside_-100bp,2825.0
Metro Vancouver,Total,2026-08-01,Upside_-100bp,2973.6
Metro Vancouver,Total,2026-09-01,Upside_-100bp,3111.9
Metro Vancouver,Total,2026-10-01,Upside_-100bp,3201.8
Metro Vancouver,Total,2026-11-01,Upside_-100bp,3180.7
Metro Vancouver,Total,2026-12-01,Upside_-100bp,3099.0
Metro Vancouver,Total,2027-01-01,Upside_-100bp,3001.8
Metro Vancouver,Total,2027-02-01,Upside_-100bp,2935.0
Metro Vancouver,Total,2027-03-01,Upside_-100bp,2913.3
Metro Vancouver,Total,2027-04-01,Upside_-100bp,2939.7
Metro Vancouver,Total,2027-05-01,Upside_-100bp,3001.1
Metro Vancouver,Total,2027-06-01,Upside_-100bp,3084.4
Metro Vancouver,Total,2027-07-01,Upside_-100bp,3163.1
Metro Vancouver,Total,2027-08-01,Upside_-100bp,3228.8
Metro Vancouver,Total,2027-09-01,Upside_-100bp,3269.6
Metro Vancouver,Total,2027-10-01,Upside_-100bp,3278.4
Metro Vancouver,Total,2027-11-01,Upside_-100bp,3254.7
Metro Vancouver,Total,2027-12-01,Upside_-100bp,3210.7
Metro Vancouver,Total,2028-01-01,Upside_-100bp,3169.3
Metro Vancouver,Total,2028-02-01,Upside_-100bp,3138.4
Metro Vancouver,Total,2028-03-01,Upside_-100bp,3125.5
Metro Vancouver,Total,2028-04-01,Upside_-100bp,3133.3
Metro Vancouver,Total,2028-05-01,Upside_-100bp,3160.9
Metro Vancouver,Total,2028-06-01,Upside_-100bp,3202.5
Metro Vancouver,Total,2028-07-01,Upside_-100bp,3248.7
Metro Vancouver,Total,2028-08-01,Upside_-100bp,3289.8
Metro Vancouver,Total,2028-09-01,Upside_-100bp,3317.3
Metro Vancouver,Total,2028-10-01,Upside_-100bp,3326.6
Metro Vancouver,Total,2028-11-01,Upside_-100bp,3318.4
Metro Vancouver,Total,2028-12-01,Upside_-100bp,3298.0
Nanaimo,Total,2026-01-01,Baseline,26.7
Nanaimo,Total,2026-02-01,Baseline,44.0
Nanaimo,Total,2026-03-01,Baseline,58.2
Nanaimo,Total,2026-04-01,Baseline,68.5
Nanaimo,Total,2026-05-01,Baseline,71.0
Nanaimo,Total,2026-06-01,Baseline,71.7
Nanaimo,Total,2026-07-01,Baseline,73.7
Nanaimo,Total,2026-08-01,Baseline,79.7
Nanaimo,Total,2026-09-01,Baseline,79.5
Nanaimo,Total,2026-10-01,Baseline,77.3
Nanaimo,Total,2026-11-01,Baseline,70.6
Nanaimo,Total,2026-12-01,Baseline,70.6
Nanaimo,Total,2027-01-01,Baseline,72.1
Nanaimo,Total,2027-02-01,Baseline,75.3
Nanaimo,Total,2027-03-01,Baseline,77.7
Nanaimo,Total,2027-04-01,Baseline,79.7
Nanaimo,Total,2027-05-01,Baseline,81.3
Nanaimo,Total,2027-06-01,Baseline,83.3
Nanaimo,Total,2027-07-01,Baseline,85.6
Nanaimo,Total,2027-08-01,Baseline,88.0
Nanaimo,Total,2027-09-01,Baseline,89.6
Nanaimo,Total,2027-10-01,Baseline,90.7
Nanaimo,Total,2027-11-01,Baseline,91.2
Nanaimo,Total,2027-12-01,Baseline,91.8
Nanaimo,Total,2028-01-01,Baseline,92.2
Nanaimo,Total,2028-02-01,Baseline,92.5
Nanaimo,Total,2028-03-01,Baseline,93.0
Nanaimo,Total,2028-04-01,Baseline,93.8
Nanaimo,Total,2028-05-01,Baseline,95.2
Nanaimo,Total,2028-06-01,Baseline,97.0
Nanaimo,Total,2028-07-01,Baseline,99.1
Nanaimo,Total,2028-08-01,Baseline,101.1
Nanaimo,Total,2028-09-01,Baseline,102.7
Nanaimo,Total,2028-10-01,Baseline,103.9
Nanaimo,Total,2028-11-01,Baseline,104.5
Nanaimo,Total,2028-12-01,Baseline,104.7
Nanaimo,Total,2026-01-01,Downside_+100bp,26.7
Nanaimo,Total,2026-02-01,Downside_+100bp,44.0
Nanaimo,Total,2026-03-01,Downside_+100bp,58.2
Nanaimo,Total,2026-04-01,Downside_+100bp,68.5
Nanaimo,Total,2026-05-01,Downside_+100bp,71.0
Nanaimo,Total,2026-06-01,Downside_+100bp,71.7
Nanaimo,Total,2026-07-01,Downside_+100bp,73.3
Nanaimo,Total,2026-08-01,Downside_+100bp,78.8
Nanaimo,Total,2026-09-01,Downside_+100bp,78.0
Nanaimo,Total,2026-10-01,Downside_+100bp,75.2
Nanaimo,Total,2026-11-01,Downside_+100bp,68.2
Nanaimo,Total,2026-12-01,Downside_+100bp,67.7
Nanaimo,Total,2027-01-01,Downside_+100bp,69.0
Nanaimo,Total,2027-02-01,Downside_+100bp,71.9
Nanaimo,Total,2027-03-01,Downside_+100bp,74.2
Nanaimo,Total,2027-04-01,Downside_+100bp,75.9
Nanaimo,Total,2027-05-01,Downside_+100bp,77.2
Nanaimo,Total,2027-06-01,Downside_+100bp,78.8
Nanaimo,Total,2027-07-01,Downside_+100bp,81.0
Nanaimo,Total,2027-08-01,Downside_+100bp,83.3
Nanaimo,Total,2027-09-01,Downside_+100bp,84.9
Nanaimo,Total,2027-10-01,Downside_+100bp,86.0
Nanaimo,Total,2027-11-01,Downside_+100bp,86.6
Nanaimo,Total,2027-12-01,Downside_+100bp,87.4
Nanaimo,Total,2028-01-01,Downside_+100bp,87.7
Nanaimo,Total,2028-02-01,Downside_+100bp,87.9
Nanaimo,Total,2028-03-01,Downside_+100bp,88.2
Nanaimo,Total,2028-04-01,Downside_+100bp,89.0
Nanaimo,Total,2028-05-01,Downside_+100bp,90.3
Nanaimo,Total,2028-06-01,Downside_+100bp,92.0
Nanaimo,Total,2028-07-01,Downside_+100bp,94.0
Nanaimo,Total,2028-08-01,Downside_+100bp,95.9
Nanaimo,Total,2028-09-01,Downside_+100bp,97.5
Nanaimo,Total,2028-10-01,Downside_+100bp,98.6
Nanaimo,Total,2028-11-01,Downside_+100bp,99.2
Nanaimo,Total,2028-12-01,Downside_+100bp,99.5
Nanaimo,Total,2026-01-01,Upside_-100bp,26.7
Nanaimo,Total,2026-02-01,Upside_-100bp,44.0
Nanaimo,Total,2026-03-01,Upside_-100bp,58.2
Nanaimo,Total,2026-04-01,Upside_-100bp,68.5
Nanaimo,Total,2026-05-01,Upside_-100bp,71.0
Nanaimo,Total,2026-06-01,Upside_-100bp,71.7
Nanaimo,Total,2026-07-01,Upside_-100bp,74.0
Nanaimo,Total,2026-08-01,Upside_-100bp,80.7
Nanaimo,Total,2026-09-01,Upside_-100bp,81.1
Nanaimo,Total,2026-10-01,Upside_-100bp,79.3
Nanaimo,Total,2026-11-01,Upside_-100bp,73.1
Nanaimo,Total,2026-12-01,Upside_-100bp,73.6
Nanaimo,Total,2027-01-01,Upside_-100bp,75.4
Nanaimo,Total,2027-02-01,Upside_-100bp,78.8
Nanaimo,Total,2027-03-01,Upside_-100bp,81.4
Nanaimo,Total,2027-04-01,Upside_-100bp,83.6
Nanaimo,Total,2027-05-01,Upside_-100bp,85.6
Nanaimo,Total,2027-06-01,Upside_-100bp,87.9
Nanaimo,Total,2027-07-01,Upside_-100bp,90.5
Nanaimo,Total,2027-08-01,Upside_-100bp,92.9
Nanaimo,Total,2027-09-01,Upside_-100bp,94.5
Nanaimo,Total,2027-10-01,Upside_-100bp,95.5
Nanaimo,Total,2027-11-01,Upside_-100bp,96.0
Nanaimo,Total,2027-12-01,Upside_-100bp,96.5
Nanaimo,Total,2028-01-01,Upside_-100bp,96.9
Nanaimo,Total,2028-02-01,Upside_-100bp,97.3
Nanaimo,Total,2028-03-01,Upside_-100bp,97.8
Nanaimo,Total,2028-04-01,Upside_-100bp,98.8
Nanaimo,Total,2028-05-01,Upside_-100bp,100.2
Nanaimo,Total,2028-06-01,Upside_-100bp,102.2
Nanaimo,Total,2028-07-01,Upside_-100bp,104.3
Nanaimo,Total,2028-08-01,Upside_-100bp,106.4
Nanaimo,Total,2028-09-01,Upside_-100bp,108.1
Nanaimo,Total,2028-10-01,Upside_-100bp,109.3
Nanaimo,Total,2028-11-01,Upside_-100bp,110.0
Nanaimo,Total,2028-12-01,Upside_-100bp,110.2
Thompson-Nicola,Total,2026-01-01,Baseline,23.1
Thompson-Nicola,Total,2026-02-01,Baseline,20.7
Thompson-Nicola,Total,2026-03-01,Baseline,18.5
Thompson-Nicola,Total,2026-04-01,Baseline,17.6
Thompson-Nicola,Total,2026-05-01,Baseline,16.5
Thompson-Nicola,Total,2026-06-01,Baseline,15.6
Thompson-Nicola,Total,2026-07-01,Baseline,14.9
Thompson-Nicola,Total,2026-08-01,Baseline,14.8
Thompson-Nicola,Total,2026-09-01,Baseline,14.5
Thompson-Nicola,Total,2026-10-01,Baseline,15.6
Thompson-Nicola,Total,2026-11-01,Baseline,15.0
Thompson-Nicola,Total,2026-12-01,Baseline,14.2
Thompson-Nicola,Total,2027-01-01,Baseline,13.2
Thompson-Nicola,Total,2027-02-01,Baseline,12.4
Thompson-Nicola,Total,2027-03-01,Baseline,11.8
Thompson-Nicola,Total,2027-04-01,Baseline,11.5
Thompson-Nicola,Total,2027-05-01,Baseline,11.4
Thompson-Nicola,Total,2027-06-01,Baseline,11.4
Thompson-Nicola,Total,2027-07-01,Baseline,11.4
Thompson-Nicola,Total,2027-08-01,Baseline,11.5
Thompson-Nicola,Total,2027-09-01,Baseline,11.4
Thompson-Nicola,Total,2027-10-01,Baseline,11.3
Thompson-Nicola,Total,2027-11-01,Baseline,11.0
Thompson-Nicola,Total,2027-12-01,Baseline,10.6
Thompson-Nicola,Total,2028-01-01,Baseline,10.2
Thompson-Nicola,Total,2028-02-01,Baseline,9.9
Thompson-Nicola,Total,2028-03-01,Baseline,9.6
Thompson-Nicola,Total,2028-04-01,Baseline,9.5
Thompson-Nicola,Total,2028-05-01,Baseline,9.4
Thompson-Nicola,Total,2028-06-01,Baseline,9.4
Thompson-Nicola,Total,2028-07-01,Baseline,9.4
Thompson-Nicola,Total,2028-08-01,Baseline,9.4
Thompson-Nicola,Total,2028-09-01,Baseline,9.4
Thompson-Nicola,Total,2028-10-01,Baseline,9.3
Thompson-Nicola,Total,2028-11-01,Baseline,9.1
Thompson-Nicola,Total,2028-12-01,Baseline,8.9
Thompson-Nicola,Total,2026-01-01,Downside_+100bp,23.1
Thompson-Nicola,Total,2026-02-01,Downside_+100bp,20.7
Thompson-Nicola,Total,2026-03-01,Downside_+100bp,18.5
Thompson-Nicola,Total,2026-04-01,Downside_+100bp,17.6
Thompson-Nicola,Total,2026-05-01,Downside_+100bp,16.5
Thompson-Nicola,Total,2026-06-01,Downside_+100bp,15.6
Thompson-Nicola,Total,2026-07-01,Downside_+100bp,14.8
Thompson-Nicola,Total,2026-08-01,Downside_+100bp,14.5
Thompson-Nicola,Total,2026-09-01,Downside_+100bp,14.1
Thompson-Nicola,Total,2026-10-01,Downside_+100bp,15.0
Thompson-Nicola,Total,2026-11-01,Downside_+100bp,14.3
Thompson-Nicola,Total,2026-12-01,Downside_+100bp,13.4
Thompson-Nicola,Total,2027-01-01,Downside_+100bp,12.5
Thompson-Nicola,Total,2027-02-01,Downside_+100bp,11.7
Thompson-Nicola,Total,2027-03-01,Downside_+100bp,11.1
Thompson-Nicola,Total,2027-04-01,Downside_+100bp,10.8
Thompson-Nicola,Total,2027-05-01,Downside_+100bp,10.6
Thompson-Nicola,Total,2027-06-01,Downside_+100bp,10.6
Thompson-Nicola,Total,2027-07-01,Downside_+100bp,10.6
Thompson-Nicola,Total,2027-08-01,Downside_+100bp,10.7
Thompson-Nicola,Total,2027-09-01,Downside_+100bp,10.7
Thompson-Nicola,Total,2027-10-01,Downside_+100bp,10.6
Thompson-Nicola,Total,2027-11-01,Downside_+100bp,10.3
Thompson-Nicola,Total,2027-12-01,Downside_+100bp,9.9
Thompson-Nicola,Total,2028-01-01,Downside_+100bp,9.6
Thompson-Nicola,Total,2028-02-01,Downside_+100bp,9.2
Thompson-Nicola,Total,2028-03-01,Downside_+100bp,9.0
Thompson-Nicola,Total,2028-04-01,Downside_+100bp,8.9
Thompson-Nicola,Total,2028-05-01,Downside_+100bp,8.8
Thompson-Nicola,Total,2028-06-01,Downside_+100bp,8.8
Thompson-Nicola,Total,2028-07-01,Downside_+100bp,8.8
Thompson-Nicola,Total,2028-08-01,Downside_+100bp,8.8
Thompson-Nicola,Total,2028-09-01,Downside_+100bp,8.8
Thompson-Nicola,Total,2028-10-01,Downside_+100bp,8.7
Thompson-Nicola,Total,2028-11-01,Downside_+100bp,8.5
Thompson-Nicola,Total,2028-12-01,Downside_+100bp,8.4
Thompson-Nicola,Total,2026-01-01,Upside_-100bp,23.1
Thompson-Nicola,Total,2026-02-01,Upside_-100bp,20.7
Thompson-Nicola,Total,2026-03-01,Upside_-100bp,18.5
Thompson-Nicola,Total,2026-04-01,Upside_-100bp,17.6
Thompson-Nicola,Total,2026-05-01,Upside_-100bp,16.5
Thompson-Nicola,Total,2026-06-01,Upside_-100bp,15.6
Thompson-Nicola,Total,2026-07-01,Upside_-100bp,15.0
Thompson-Nicola,Total,2026-08-01,Upside_-100bp,15.0
Thompson-Nicola,Total,2026-09-01,Upside_-100bp,14.9
Thompson-Nicola,Total,2026-10-01,Upside_-100bp,16.1
Thompson-Nicola,Total,2026-11-01,Upside_-100bp,15.6
Thompson-Nicola,Total,2026-12-01,Upside_-100bp,14.9
Thompson-Nicola,Total,2027-01-01,Upside_-100bp,14.0
Thompson-Nicola,Total,2027-02-01,Upside_-100bp,13.1
Thompson-Nicola,Total,2027-03-01,Upside_-100bp,12.5
Thompson-Nicola,Total,2027-04-01,Upside_-100bp,12.2
Thompson-Nicola,Total,2027-05-01,Upside_-100bp,12.1
Thompson-Nicola,Total,2027-06-01,Upside_-100bp,12.2
Thompson-Nicola,Total,2027-07-01,Upside_-100bp,12.2
Thompson-Nicola,Total,2027-08-01,Upside_-100bp,12.3
Thompson-Nicola,Total,2027-09-01,Upside_-100bp,12.2
Thompson-Nicola,Total,2027-10-01,Upside_-100bp,12.1
Thompson-Nicola,Total,2027-11-01,Upside_-100bp,11.7
Thompson-Nicola,Total,2027-12-01,Upside_-100bp,11.3
Thompson-Nicola,Total,2028-01-01,Upside_-100bp,10.9
Thompson-Nicola,Total,2028-02-01,Upside_-100bp,10.5
Thompson-Nicola,Total,2028-03-01,Upside_-100bp,10.3
Thompson-Nicola,Total,2028-04-01,Upside_-100bp,10.1
Thompson-Nicola,Total,2028-05-01,Upside_-100bp,10.1
Thompson-Nicola,Total,2028-06-01,Upside_-100bp,10.1
Thompson-Nicola,Total,2028-07-01,Upside_-100bp,10.1
Thompson-Nicola,Total,2028-08-01,Upside_-100bp,10.1
Thompson-Nicola,Total,2028-09-01,Upside_-100bp,10.0
Thompson-Nicola,Total,2028-10-01,Upside_-100bp,9.9
Thompson-Nicola,Total,2028-11-01,Upside_-100bp,9.7
Thompson-Nicola,Total,2028-12-01,Upside_-100bp,9.5
British Columbia (Total),Multi,2026-01-01,Baseline,3632.2
British Columbia (Total),Multi,2026-02-01,Baseline,3277.9
British Columbia (Total),Multi,2026-03-01,Baseline,3068.9
British Columbia (Total),Multi,2026-04-01,Baseline,3034.4
British Columbia (Total),Multi,2026-05-01,Baseline,3095.4
British Columbia (Total),Multi,2026-06-01,Baseline,3218.5
British Columbia (Total),Multi,2026-07-01,Baseline,3370.4
British Columbia (Total),Multi,2026-08-01,Baseline,3556.2
British Columbia (Total),Multi,2026-09-01,Baseline,3744.0
British Columbia (Total),Multi,2026-10-01,Baseline,3815.6
British Columbia (Total),Multi,2026-11-01,Baseline,3706.6
British Columbia (Total),Multi,2026-12-01,Baseline,3508.3
British Columbia (Total),Multi,2027-01-01,Baseline,3342.9
British Columbia (Total),Multi,2027-02-01,Baseline,3232.7
British Columbia (Total),Multi,2027-03-01,Baseline,3187.2
British Columbia (Total),Multi,2027-04-01,Baseline,3199.3
British Columbia (Total),Multi,2027-05-01,Baseline,3257.9
British Columbia (Total),Multi,2027-06-01,Baseline,3347.6
British Columbia (Total),Multi,2027-07-01,Baseline,3447.9
British Columbia (Total),Multi,2027-08-01,Baseline,3536.4
British Columbia (Total),Multi,2027-09-01,Baseline,3591.2
British Columbia (Total),Multi,2027-10-01,Baseline,3596.5
British Columbia (Total),Multi,2027-11-01,Baseline,3555.9
British Columbia (Total),Multi,2027-12-01,Baseline,3489.6
British Columbia (Total),Multi,2028-01-01,Baseline,3419.8
British Columbia (Total),Multi,2028-02-01,Baseline,3362.9
British Columbia (Total),Multi,2028-03-01,Baseline,3331.1
British Columbia (Total),Multi,2028-04-01,Baseline,3330.7
British Columbia (Total),Multi,2028-05-01,Baseline,3360.2
British Columbia (Total),Multi,2028-06-01,Baseline,3411.0
British Columbia (Total),Multi,2028-07-01,Baseline,3469.4
British Columbia (Total),Multi,2028-08-01,Baseline,3520.5
British Columbia (Total),Multi,2028-09-01,Baseline,3551.8
British Columbia (Total),Multi,2028-10-01,Baseline,3557.2
British Columbia (Total),Multi,2028-11-01,Baseline,3538.0
British Columbia (Total),Multi,2028-12-01,Baseline,3501.9
British Columbia (Total),Multi,2026-01-01,Downside_+100bp,3632.2
British Columbia (Total),Multi,2026-02-01,Downside_+100bp,3277.9
British Columbia (Total),Multi,2026-03-01,Downside_+100bp,3068.9
British Columbia (Total),Multi,2026-04-01,Downside_+100bp,3034.4
British Columbia (Total),Multi,2026-05-01,Downside_+100bp,3095.4
British Columbia (Total),Multi,2026-06-01,Downside_+100bp,3218.5
British Columbia (Total),Multi,2026-07-01,Downside_+100bp,3348.8
British Columbia (Total),Multi,2026-08-01,Downside_+100bp,3503.3
British Columbia (Total),Multi,2026-09-01,Downside_+100bp,3653.5
British Columbia (Total),Multi,2026-10-01,Downside_+100bp,3689.0
British Columbia (Total),Multi,2026-11-01,Downside_+100bp,3547.7
British Columbia (Total),Multi,2026-12-01,Downside_+100bp,3321.6
British Columbia (Total),Multi,2027-01-01,Downside_+100bp,3147.4
British Columbia (Total),Multi,2027-02-01,Downside_+100bp,3034.0
British Columbia (Total),Multi,2027-03-01,Downside_+100bp,2985.1
British Columbia (Total),Multi,2027-04-01,Downside_+100bp,2988.7
British Columbia (Total),Multi,2027-05-01,Downside_+100bp,3034.1
British Columbia (Total),Multi,2027-06-01,Downside_+100bp,3106.6
British Columbia (Total),Multi,2027-07-01,Downside_+100bp,3201.1
British Columbia (Total),Multi,2027-08-01,Downside_+100bp,3288.2
British Columbia (Total),Multi,2027-09-01,Downside_+100bp,3344.6
British Columbia (Total),Multi,2027-10-01,Downside_+100bp,3353.6
British Columbia (Total),Multi,2027-11-01,Downside_+100bp,3320.0
British Columbia (Total),Multi,2027-12-01,Downside_+100bp,3264.6
British Columbia (Total),Multi,2028-01-01,Downside_+100bp,3197.2
